year,from_country,to_country,points
2010,Romania,Russia,0
2010,Romania,France,0
2010,Romania,Serbia,0
2010,Romania,Israel,0
2010,Romania,Spain,2
2010,Romania,Albania,1
2010,Romania,Bosnia and Herzegovina,0
2010,Romania,Portugal,0
2010,Romania,Iceland,0
2010,Romania,Norway,0
2010,Romania,Cyprus,0
2010,Romania,Moldova,10
2010,Romania,Republic of Ireland,0
2010,Romania,Belarus,0
2010,Romania,United Kingdom,0
2011,Romania,Azerbaijan,10
2011,Romania,Italy,6
2011,Romania,Sweden,3
2011,Romania,Ukraine,2
2011,Romania,Denmark,0
2011,Romania,Bosnia and Herzegovina,0
2011,Romania,Greece,8
2011,Romania,Republic of Ireland,0
2011,Romania,Georgia,0
2011,Romania,Germany,0
2011,Romania,United Kingdom,0
2011,Romania,Moldova,12
2011,Romania,Slovenia,4
2011,Romania,Serbia,0
2011,Romania,France,0
2011,Romania,Russia,0
2011,Romania,Romania,0
2011,Romania,Austria,0
2011,Romania,Lithuania,1
2011,Romania,Iceland,0
2011,Romania,Finland,0
2011,Romania,Hungary,7
2011,Romania,Spain,5
2011,Romania,Estonia,0
2011,Romania,Switzerland,0
2012,Romania,Sweden,10
2012,Romania,Russia,4
2012,Romania,Serbia,5
2012,Romania,Azerbaijan,0
2012,Romania,Albania,1
2012,Romania,Estonia,0
2012,Romania,Turkey,3
2012,Romania,Germany,0
2012,Romania,Italy,0
2012,Romania,Spain,6
2012,Romania,Moldova,12
2012,Romania,Romania,0
2012,Romania,North Macedonia,0
2012,Romania,Lithuania,0
2012,Romania,Ukraine,0
2012,Romania,Cyprus,2
2012,Romania,Greece,8
2012,Romania,Bosnia and Herzegovina,0
2012,Romania,Republic of Ireland,0
2012,Romania,Iceland,0
2012,Romania,Malta,0
2012,Romania,France,0
2012,Romania,Denmark,0
2012,Romania,Hungary,7
2012,Romania,United Kingdom,0
2012,Romania,Norway,0
2013,Romania,Denmark,6
2013,Romania,Azerbaijan,10
2013,Romania,Ukraine,4
2013,Romania,Norway,8
2013,Romania,Russia,0
2013,Romania,Greece,7
2013,Romania,Italy,1
2013,Romania,Malta,5
2013,Romania,Netherlands,2
2013,Romania,Hungary,0
2013,Romania,Moldova,12
2013,Romania,Belgium,0
2013,Romania,Romania,0
2013,Romania,Sweden,0
2013,Romania,Georgia,0
2013,Romania,Belarus,0
2013,Romania,Iceland,0
2013,Romania,Armenia,0
2013,Romania,United Kingdom,3
2013,Romania,Estonia,0
2013,Romania,Germany,0
2013,Romania,Lithuania,0
2013,Romania,France,0
2013,Romania,Finland,0
2013,Romania,Spain,0
2013,Romania,Republic of Ireland,0
2014,Romania,Austria,8
2014,Romania,Netherlands,3
2014,Romania,Sweden,12
2014,Romania,Armenia,7
2014,Romania,Hungary,10
2014,Romania,Ukraine,0
2014,Romania,Russia,0
2014,Romania,Norway,1
2014,Romania,Denmark,4
2014,Romania,Spain,5
2014,Romania,Finland,0
2014,Romania,Romania,0
2014,Romania,Switzerland,6
2014,Romania,Poland,0
2014,Romania,Iceland,0
2014,Romania,Belarus,0
2014,Romania,United Kingdom,0
2014,Romania,Germany,2
2014,Romania,Montenegro,0
2014,Romania,Greece,0
2014,Romania,Italy,0
2014,Romania,Azerbaijan,0
2014,Romania,Malta,0
2014,Romania,San Marino,0
2014,Romania,Slovenia,0
2014,Romania,France,0
2015,Romania,Sweden,8
2015,Romania,Russia,10
2015,Romania,Italy,12
2015,Romania,Belgium,7
2015,Romania,Australia,2
2015,Romania,Latvia,5
2015,Romania,Estonia,0
2015,Romania,Norway,6
2015,Romania,Israel,1
2015,Romania,Serbia,0
2015,Romania,Georgia,0
2015,Romania,Azerbaijan,3
2015,Romania,Montenegro,0
2015,Romania,Slovenia,0
2015,Romania,Romania,0
2015,Romania,Armenia,0
2015,Romania,Albania,0
2015,Romania,Lithuania,0
2015,Romania,Greece,0
2015,Romania,Hungary,4
2015,Romania,Spain,0
2015,Romania,Cyprus,0
2015,Romania,Poland,0
2015,Romania,United Kingdom,0
2015,Romania,France,0
2015,Romania,Austria,0
2015,Romania,Germany,0
2017,Romania,Portugal,13
2017,Romania,Bulgaria,18
2017,Romania,Moldova,20
2017,Romania,Belgium,5
2017,Romania,Sweden,9
2017,Romania,Italy,6
2017,Romania,Romania,0
2017,Romania,Hungary,10
2017,Romania,Australia,4
2017,Romania,Norway,0
2017,Romania,Netherlands,12
2017,Romania,France,4
2017,Romania,Croatia,6
2017,Romania,Azerbaijan,0
2017,Romania,United Kingdom,0
2017,Romania,Austria,1
2017,Romania,Belarus,0
2017,Romania,Armenia,0
2017,Romania,Greece,1
2017,Romania,Denmark,5
2017,Romania,Cyprus,0
2017,Romania,Poland,0
2017,Romania,Israel,2
2017,Romania,Ukraine,0
2017,Romania,Germany,0
2017,Romania,Spain,0
2018,Romania,Israel,8
2018,Romania,Cyprus,12
2018,Romania,Austria,12
2018,Romania,Germany,8
2018,Romania,Italy,6
2018,Romania,Czech Republic,3
2018,Romania,Sweden,0
2018,Romania,Estonia,3
2018,Romania,Denmark,2
2018,Romania,Moldova,19
2018,Romania,Albania,0
2018,Romania,Lithuania,6
2018,Romania,France,0
2018,Romania,Bulgaria,5
2018,Romania,Norway,0
2018,Romania,Republic of Ireland,1
2018,Romania,Ukraine,0
2018,Romania,Netherlands,8
2018,Romania,Serbia,0
2018,Romania,Australia,2
2018,Romania,Hungary,10
2018,Romania,Slovenia,1
2018,Romania,Spain,10
2018,Romania,United Kingdom,0
2018,Romania,Finland,0
2018,Romania,Portugal,0
2019,Romania,Netherlands,17
2019,Romania,Italy,8
2019,Romania,Russia,13
2019,Romania,Switzerland,14
2019,Romania,Sweden,1
2019,Romania,Norway,4
2019,Romania,North Macedonia,7
2019,Romania,Azerbaijan,16
2019,Romania,Australia,14
2019,Romania,Iceland,5
2019,Romania,Czech Republic,8
2019,Romania,Denmark,0
2019,Romania,Cyprus,0
2019,Romania,Malta,0
2019,Romania,Slovenia,0
2019,Romania,France,1
2019,Romania,Albania,2
2019,Romania,Serbia,3
2019,Romania,San Marino,0
2019,Romania,Estonia,0
2019,Romania,Greece,0
2019,Romania,Spain,0
2019,Romania,Israel,3
2019,Romania,Belarus,0
2019,Romania,Germany,0
2019,Romania,United Kingdom,0
2021,Romania,Italy,13
2021,Romania,France,12
2021,Romania,Switzerland,12
2021,Romania,Iceland,0
2021,Romania,Ukraine,12
2021,Romania,Finland,14
2021,Romania,Malta,14
2021,Romania,Lithuania,3
2021,Romania,Russia,0
2021,Romania,Greece,0
2021,Romania,Bulgaria,2
2021,Romania,Portugal,10
2021,Romania,Moldova,18
2021,Romania,Sweden,0
2021,Romania,Serbia,0
2021,Romania,Cyprus,0
2021,Romania,Israel,1
2021,Romania,Norway,0
2021,Romania,Belgium,0
2021,Romania,Azerbaijan,4
2021,Romania,Albania,0
2021,Romania,San Marino,0
2021,Romania,Netherlands,0
2021,Romania,Spain,0
2021,Romania,Germany,1
2021,Romania,United Kingdom,0
2022,Romania,Ukraine,22
2022,Romania,United Kingdom,11
2022,Romania,Spain,9
2022,Romania,Sweden,16
2022,Romania,Serbia,7
2022,Romania,Italy,8
2022,Romania,Moldova,12
2022,Romania,Greece,2
2022,Romania,Portugal,7
2022,Romania,Norway,2
2022,Romania,Netherlands,3
2022,Romania,Poland,0
2022,Romania,Estonia,5
2022,Romania,Lithuania,0
2022,Romania,Australia,6
2022,Romania,Azerbaijan,0
2022,Romania,Switzerland,5
2022,Romania,Romania,0
2022,Romania,Belgium,0
2022,Romania,Armenia,0
2022,Romania,Finland,0
2022,Romania,Czech Republic,0
2022,Romania,Iceland,0
2022,Romania,France,1
2022,Romania,Germany,0
2023,Romania,Sweden,18
2023,Romania,Finland,10
2023,Romania,Israel,10
2023,Romania,Italy,19
2023,Romania,Norway,5
2023,Romania,Ukraine,4
2023,Romania,Belgium,2
2023,Romania,Estonia,8
2023,Romania,Australia,3
2023,Romania,Czech Republic,0
2023,Romania,Lithuania,0
2023,Romania,Cyprus,7
2023,Romania,Croatia,0
2023,Romania,Armenia,0
2023,Romania,Austria,0
2023,Romania,France,3
2023,Romania,Spain,0
2023,Romania,Moldova,19
2023,Romania,Poland,1
2023,Romania,Switzerland,0
2023,Romania,Slovenia,2
2023,Romania,Albania,5
2023,Romania,Portugal,0
2023,Romania,Serbia,0
2023,Romania,United Kingdom,0
2023,Romania,Germany,0
2009,Serbia,Norway,10
2009,Serbia,Iceland,0
2009,Serbia,Azerbaijan,4
2009,Serbia,Turkey,0
2009,Serbia,United Kingdom,8
2009,Serbia,Estonia,0
2009,Serbia,Greece,6
2009,Serbia,France,3
2009,Serbia,Bosnia and Herzegovina,12
2009,Serbia,Armenia,0
2009,Serbia,Russia,0
2009,Serbia,Ukraine,0
2009,Serbia,Denmark,1
2009,Serbia,Moldova,0
2009,Serbia,Portugal,0
2009,Serbia,Israel,0
2009,Serbia,Albania,0
2009,Serbia,Croatia,5
2009,Serbia,Romania,2
2009,Serbia,Germany,0
2009,Serbia,Sweden,0
2009,Serbia,Malta,7
2009,Serbia,Lithuania,0
2009,Serbia,Spain,0
2009,Serbia,Finland,0
2010,Serbia,Germany,8
2010,Serbia,Turkey,3
2010,Serbia,Romania,6
2010,Serbia,Denmark,0
2010,Serbia,Azerbaijan,0
2010,Serbia,Belgium,5
2010,Serbia,Armenia,1
2010,Serbia,Greece,10
2010,Serbia,Georgia,0
2010,Serbia,Ukraine,7
2010,Serbia,Russia,0
2010,Serbia,France,4
2010,Serbia,Serbia,0
2010,Serbia,Israel,0
2010,Serbia,Spain,0
2010,Serbia,Albania,0
2010,Serbia,Bosnia and Herzegovina,12
2010,Serbia,Portugal,2
2010,Serbia,Iceland,0
2010,Serbia,Norway,0
2010,Serbia,Cyprus,0
2010,Serbia,Moldova,0
2010,Serbia,Republic of Ireland,0
2010,Serbia,Belarus,0
2010,Serbia,United Kingdom,0
2011,Serbia,Azerbaijan,0
2011,Serbia,Italy,2
2011,Serbia,Sweden,1
2011,Serbia,Ukraine,6
2011,Serbia,Denmark,0
2011,Serbia,Bosnia and Herzegovina,12
2011,Serbia,Greece,3
2011,Serbia,Republic of Ireland,0
2011,Serbia,Georgia,0
2011,Serbia,Germany,0
2011,Serbia,United Kingdom,0
2011,Serbia,Moldova,0
2011,Serbia,Slovenia,10
2011,Serbia,Serbia,0
2011,Serbia,France,0
2011,Serbia,Russia,4
2011,Serbia,Romania,0
2011,Serbia,Austria,0
2011,Serbia,Lithuania,7
2011,Serbia,Iceland,0
2011,Serbia,Finland,0
2011,Serbia,Hungary,8
2011,Serbia,Spain,0
2011,Serbia,Estonia,0
2011,Serbia,Switzerland,5
2012,Serbia,Sweden,10
2012,Serbia,Russia,7
2012,Serbia,Serbia,0
2012,Serbia,Azerbaijan,3
2012,Serbia,Albania,1
2012,Serbia,Estonia,0
2012,Serbia,Turkey,0
2012,Serbia,Germany,0
2012,Serbia,Italy,0
2012,Serbia,Spain,0
2012,Serbia,Moldova,0
2012,Serbia,Romania,0
2012,Serbia,North Macedonia,12
2012,Serbia,Lithuania,0
2012,Serbia,Ukraine,0
2012,Serbia,Cyprus,8
2012,Serbia,Greece,4
2012,Serbia,Bosnia and Herzegovina,5
2012,Serbia,Republic of Ireland,0
2012,Serbia,Iceland,0
2012,Serbia,Malta,6
2012,Serbia,France,0
2012,Serbia,Denmark,0
2012,Serbia,Hungary,2
2012,Serbia,United Kingdom,0
2012,Serbia,Norway,0
2013,Serbia,Denmark,12
2013,Serbia,Azerbaijan,5
2013,Serbia,Ukraine,10
2013,Serbia,Norway,7
2013,Serbia,Russia,8
2013,Serbia,Greece,0
2013,Serbia,Italy,4
2013,Serbia,Malta,0
2013,Serbia,Netherlands,0
2013,Serbia,Hungary,2
2013,Serbia,Moldova,6
2013,Serbia,Belgium,3
2013,Serbia,Romania,0
2013,Serbia,Sweden,1
2013,Serbia,Georgia,0
2013,Serbia,Belarus,0
2013,Serbia,Iceland,0
2013,Serbia,Armenia,0
2013,Serbia,United Kingdom,0
2013,Serbia,Estonia,0
2013,Serbia,Germany,0
2013,Serbia,Lithuania,0
2013,Serbia,France,0
2013,Serbia,Finland,0
2013,Serbia,Spain,0
2013,Serbia,Republic of Ireland,0
2015,Serbia,Sweden,8
2015,Serbia,Russia,10
2015,Serbia,Italy,7
2015,Serbia,Belgium,4
2015,Serbia,Australia,3
2015,Serbia,Latvia,1
2015,Serbia,Estonia,2
2015,Serbia,Norway,0
2015,Serbia,Israel,6
2015,Serbia,Serbia,0
2015,Serbia,Georgia,0
2015,Serbia,Azerbaijan,0
2015,Serbia,Montenegro,12
2015,Serbia,Slovenia,5
2015,Serbia,Romania,0
2015,Serbia,Armenia,0
2015,Serbia,Albania,0
2015,Serbia,Lithuania,0
2015,Serbia,Greece,0
2015,Serbia,Hungary,0
2015,Serbia,Spain,0
2015,Serbia,Cyprus,0
2015,Serbia,Poland,0
2015,Serbia,United Kingdom,0
2015,Serbia,France,0
2015,Serbia,Austria,0
2015,Serbia,Germany,0
2016,Serbia,Ukraine,19
2016,Serbia,Australia,12
2016,Serbia,Russia,13
2016,Serbia,Bulgaria,12
2016,Serbia,Sweden,1
2016,Serbia,France,0
2016,Serbia,Armenia,5
2016,Serbia,Poland,0
2016,Serbia,Lithuania,8
2016,Serbia,Belgium,5
2016,Serbia,Netherlands,5
2016,Serbia,Malta,10
2016,Serbia,Austria,0
2016,Serbia,Israel,7
2016,Serbia,Latvia,0
2016,Serbia,Italy,0
2016,Serbia,Azerbaijan,0
2016,Serbia,Serbia,0
2016,Serbia,Hungary,10
2016,Serbia,Georgia,0
2016,Serbia,Cyprus,3
2016,Serbia,Spain,0
2016,Serbia,Croatia,4
2016,Serbia,United Kingdom,2
2016,Serbia,Czech Republic,0
2016,Serbia,Germany,0
2017,Serbia,Portugal,20
2017,Serbia,Bulgaria,16
2017,Serbia,Moldova,14
2017,Serbia,Belgium,3
2017,Serbia,Sweden,3
2017,Serbia,Italy,14
2017,Serbia,Romania,4
2017,Serbia,Hungary,22
2017,Serbia,Australia,3
2017,Serbia,Norway,0
2017,Serbia,Netherlands,0
2017,Serbia,France,2
2017,Serbia,Croatia,5
2017,Serbia,Azerbaijan,0
2017,Serbia,United Kingdom,0
2017,Serbia,Austria,4
2017,Serbia,Belarus,0
2017,Serbia,Armenia,5
2017,Serbia,Greece,0
2017,Serbia,Denmark,0
2017,Serbia,Cyprus,0
2017,Serbia,Poland,0
2017,Serbia,Israel,1
2017,Serbia,Ukraine,0
2017,Serbia,Germany,0
2017,Serbia,Spain,0
2018,Serbia,Israel,9
2018,Serbia,Cyprus,10
2018,Serbia,Austria,4
2018,Serbia,Germany,10
2018,Serbia,Italy,14
2018,Serbia,Czech Republic,5
2018,Serbia,Sweden,12
2018,Serbia,Estonia,3
2018,Serbia,Denmark,4
2018,Serbia,Moldova,6
2018,Serbia,Albania,1
2018,Serbia,Lithuania,0
2018,Serbia,France,0
2018,Serbia,Bulgaria,2
2018,Serbia,Norway,9
2018,Serbia,Republic of Ireland,0
2018,Serbia,Ukraine,0
2018,Serbia,Netherlands,7
2018,Serbia,Serbia,0
2018,Serbia,Australia,0
2018,Serbia,Hungary,12
2018,Serbia,Slovenia,8
2018,Serbia,Spain,0
2018,Serbia,United Kingdom,0
2018,Serbia,Finland,0
2018,Serbia,Portugal,0
2019,Serbia,Netherlands,3
2019,Serbia,Italy,17
2019,Serbia,Russia,8
2019,Serbia,Switzerland,11
2019,Serbia,Sweden,8
2019,Serbia,Norway,4
2019,Serbia,North Macedonia,24
2019,Serbia,Azerbaijan,3
2019,Serbia,Australia,7
2019,Serbia,Iceland,5
2019,Serbia,Czech Republic,4
2019,Serbia,Denmark,2
2019,Serbia,Cyprus,0
2019,Serbia,Malta,0
2019,Serbia,Slovenia,10
2019,Serbia,France,1
2019,Serbia,Albania,0
2019,Serbia,Serbia,0
2019,Serbia,San Marino,1
2019,Serbia,Estonia,6
2019,Serbia,Greece,0
2019,Serbia,Spain,2
2019,Serbia,Israel,0
2019,Serbia,Belarus,0
2019,Serbia,Germany,0
2019,Serbia,United Kingdom,0
2021,Serbia,Italy,20
2021,Serbia,France,22
2021,Serbia,Switzerland,2
2021,Serbia,Iceland,12
2021,Serbia,Ukraine,8
2021,Serbia,Finland,17
2021,Serbia,Malta,0
2021,Serbia,Lithuania,0
2021,Serbia,Russia,6
2021,Serbia,Greece,6
2021,Serbia,Bulgaria,6
2021,Serbia,Portugal,5
2021,Serbia,Moldova,0
2021,Serbia,Sweden,4
2021,Serbia,Serbia,0
2021,Serbia,Cyprus,2
2021,Serbia,Israel,2
2021,Serbia,Norway,0
2021,Serbia,Belgium,0
2021,Serbia,Azerbaijan,4
2021,Serbia,Albania,0
2021,Serbia,San Marino,0
2021,Serbia,Netherlands,0
2021,Serbia,Spain,0
2021,Serbia,Germany,0
2021,Serbia,United Kingdom,0
2022,Serbia,Ukraine,7
2022,Serbia,United Kingdom,1
2022,Serbia,Spain,14
2022,Serbia,Sweden,6
2022,Serbia,Serbia,0
2022,Serbia,Italy,4
2022,Serbia,Moldova,12
2022,Serbia,Greece,0
2022,Serbia,Portugal,7
2022,Serbia,Norway,8
2022,Serbia,Netherlands,0
2022,Serbia,Poland,0
2022,Serbia,Estonia,16
2022,Serbia,Lithuania,5
2022,Serbia,Australia,0
2022,Serbia,Azerbaijan,12
2022,Serbia,Switzerland,0
2022,Serbia,Romania,5
2022,Serbia,Belgium,8
2022,Serbia,Armenia,0
2022,Serbia,Finland,6
2022,Serbia,Czech Republic,3
2022,Serbia,Iceland,0
2022,Serbia,France,2
2022,Serbia,Germany,0
2023,Serbia,Sweden,11
2023,Serbia,Finland,19
2023,Serbia,Israel,17
2023,Serbia,Italy,4
2023,Serbia,Norway,5
2023,Serbia,Ukraine,0
2023,Serbia,Belgium,0
2023,Serbia,Estonia,0
2023,Serbia,Australia,0
2023,Serbia,Czech Republic,5
2023,Serbia,Lithuania,0
2023,Serbia,Cyprus,0
2023,Serbia,Croatia,18
2023,Serbia,Armenia,0
2023,Serbia,Austria,9
2023,Serbia,France,5
2023,Serbia,Spain,3
2023,Serbia,Moldova,0
2023,Serbia,Poland,0
2023,Serbia,Switzerland,0
2023,Serbia,Slovenia,20
2023,Serbia,Albania,0
2023,Serbia,Portugal,0
2023,Serbia,Serbia,0
2023,Serbia,United Kingdom,0
2023,Serbia,Germany,0
2009,Russia,Norway,12
2009,Russia,Iceland,3
2009,Russia,Azerbaijan,7
2009,Russia,Turkey,0
2009,Russia,United Kingdom,6
2009,Russia,Estonia,8
2009,Russia,Greece,4
2009,Russia,France,10
2009,Russia,Bosnia and Herzegovina,0
2009,Russia,Armenia,5
2009,Russia,Russia,0
2009,Russia,Ukraine,2
2009,Russia,Denmark,0
2009,Russia,Moldova,1
2009,Russia,Portugal,0
2009,Russia,Israel,0
2009,Russia,Albania,0
2009,Russia,Croatia,0
2009,Russia,Romania,0
2009,Russia,Germany,0
2009,Russia,Sweden,0
2009,Russia,Malta,0
2009,Russia,Lithuania,0
2009,Russia,Spain,0
2009,Russia,Finland,0
2010,Russia,Germany,6
2010,Russia,Turkey,0
2010,Russia,Romania,3
2010,Russia,Denmark,1
2010,Russia,Azerbaijan,8
2010,Russia,Belgium,5
2010,Russia,Armenia,12
2010,Russia,Greece,0
2010,Russia,Georgia,10
2010,Russia,Ukraine,7
2010,Russia,Russia,0
2010,Russia,France,0
2010,Russia,Serbia,0
2010,Russia,Israel,0
2010,Russia,Spain,4
2010,Russia,Albania,0
2010,Russia,Bosnia and Herzegovina,0
2010,Russia,Portugal,0
2010,Russia,Iceland,0
2010,Russia,Norway,0
2010,Russia,Cyprus,0
2010,Russia,Moldova,0
2010,Russia,Republic of Ireland,0
2010,Russia,Belarus,2
2010,Russia,United Kingdom,0
2011,Russia,Azerbaijan,12
2011,Russia,Italy,0
2011,Russia,Sweden,1
2011,Russia,Ukraine,10
2011,Russia,Denmark,0
2011,Russia,Bosnia and Herzegovina,0
2011,Russia,Greece,8
2011,Russia,Republic of Ireland,0
2011,Russia,Georgia,6
2011,Russia,Germany,0
2011,Russia,United Kingdom,4
2011,Russia,Moldova,7
2011,Russia,Slovenia,5
2011,Russia,Serbia,0
2011,Russia,France,3
2011,Russia,Russia,0
2011,Russia,Romania,0
2011,Russia,Austria,0
2011,Russia,Lithuania,2
2011,Russia,Iceland,0
2011,Russia,Finland,0
2011,Russia,Hungary,0
2011,Russia,Spain,0
2011,Russia,Estonia,0
2011,Russia,Switzerland,0
2012,Russia,Sweden,12
2012,Russia,Russia,0
2012,Russia,Serbia,4
2012,Russia,Azerbaijan,10
2012,Russia,Albania,0
2012,Russia,Estonia,6
2012,Russia,Turkey,0
2012,Russia,Germany,0
2012,Russia,Italy,0
2012,Russia,Spain,0
2012,Russia,Moldova,7
2012,Russia,Romania,1
2012,Russia,North Macedonia,0
2012,Russia,Lithuania,5
2012,Russia,Ukraine,8
2012,Russia,Cyprus,2
2012,Russia,Greece,3
2012,Russia,Bosnia and Herzegovina,0
2012,Russia,Republic of Ireland,0
2012,Russia,Iceland,0
2012,Russia,Malta,0
2012,Russia,France,0
2012,Russia,Denmark,0
2012,Russia,Hungary,0
2012,Russia,United Kingdom,0
2012,Russia,Norway,0
2013,Russia,Denmark,4
2013,Russia,Azerbaijan,12
2013,Russia,Ukraine,1
2013,Russia,Norway,7
2013,Russia,Russia,0
2013,Russia,Greece,10
2013,Russia,Italy,0
2013,Russia,Malta,0
2013,Russia,Netherlands,3
2013,Russia,Hungary,0
2013,Russia,Moldova,6
2013,Russia,Belgium,8
2013,Russia,Romania,0
2013,Russia,Sweden,0
2013,Russia,Georgia,5
2013,Russia,Belarus,0
2013,Russia,Iceland,0
2013,Russia,Armenia,2
2013,Russia,United Kingdom,0
2013,Russia,Estonia,0
2013,Russia,Germany,0
2013,Russia,Lithuania,0
2013,Russia,France,0
2013,Russia,Finland,0
2013,Russia,Spain,0
2013,Russia,Republic of Ireland,0
2014,Russia,Austria,5
2014,Russia,Netherlands,3
2014,Russia,Sweden,2
2014,Russia,Armenia,8
2014,Russia,Hungary,6
2014,Russia,Ukraine,7
2014,Russia,Russia,0
2014,Russia,Norway,0
2014,Russia,Denmark,0
2014,Russia,Spain,0
2014,Russia,Finland,0
2014,Russia,Romania,0
2014,Russia,Switzerland,0
2014,Russia,Poland,0
2014,Russia,Iceland,1
2014,Russia,Belarus,12
2014,Russia,United Kingdom,0
2014,Russia,Germany,0
2014,Russia,Montenegro,0
2014,Russia,Greece,4
2014,Russia,Italy,0
2014,Russia,Azerbaijan,10
2014,Russia,Malta,0
2014,Russia,San Marino,0
2014,Russia,Slovenia,0
2014,Russia,France,0
2015,Russia,Sweden,8
2015,Russia,Russia,0
2015,Russia,Italy,12
2015,Russia,Belgium,10
2015,Russia,Australia,4
2015,Russia,Latvia,2
2015,Russia,Estonia,7
2015,Russia,Norway,0
2015,Russia,Israel,0
2015,Russia,Serbia,0
2015,Russia,Georgia,5
2015,Russia,Azerbaijan,3
2015,Russia,Montenegro,0
2015,Russia,Slovenia,0
2015,Russia,Romania,0
2015,Russia,Armenia,6
2015,Russia,Albania,0
2015,Russia,Lithuania,0
2015,Russia,Greece,0
2015,Russia,Hungary,0
2015,Russia,Spain,1
2015,Russia,Cyprus,0
2015,Russia,Poland,0
2015,Russia,United Kingdom,0
2015,Russia,France,0
2015,Russia,Austria,0
2015,Russia,Germany,0
2016,Russia,Ukraine,10
2016,Russia,Australia,6
2016,Russia,Russia,0
2016,Russia,Bulgaria,0
2016,Russia,Sweden,2
2016,Russia,France,10
2016,Russia,Armenia,24
2016,Russia,Poland,5
2016,Russia,Lithuania,0
2016,Russia,Belgium,0
2016,Russia,Netherlands,0
2016,Russia,Malta,8
2016,Russia,Austria,8
2016,Russia,Israel,0
2016,Russia,Latvia,4
2016,Russia,Italy,0
2016,Russia,Azerbaijan,16
2016,Russia,Serbia,0
2016,Russia,Hungary,1
2016,Russia,Georgia,5
2016,Russia,Cyprus,11
2016,Russia,Spain,0
2016,Russia,Croatia,0
2016,Russia,United Kingdom,6
2016,Russia,Czech Republic,0
2016,Russia,Germany,0
2018,Russia,Israel,18
2018,Russia,Cyprus,11
2018,Russia,Austria,0
2018,Russia,Germany,4
2018,Russia,Italy,7
2018,Russia,Czech Republic,2
2018,Russia,Sweden,11
2018,Russia,Estonia,9
2018,Russia,Denmark,7
2018,Russia,Moldova,24
2018,Russia,Albania,0
2018,Russia,Lithuania,3
2018,Russia,France,2
2018,Russia,Bulgaria,0
2018,Russia,Norway,5
2018,Russia,Republic of Ireland,0
2018,Russia,Ukraine,8
2018,Russia,Netherlands,0
2018,Russia,Serbia,0
2018,Russia,Australia,5
2018,Russia,Hungary,0
2018,Russia,Slovenia,0
2018,Russia,Spain,0
2018,Russia,United Kingdom,0
2018,Russia,Finland,0
2018,Russia,Portugal,0
2019,Russia,Netherlands,5
2019,Russia,Italy,1
2019,Russia,Russia,0
2019,Russia,Switzerland,2
2019,Russia,Sweden,0
2019,Russia,Norway,10
2019,Russia,North Macedonia,4
2019,Russia,Azerbaijan,24
2019,Russia,Australia,4
2019,Russia,Iceland,9
2019,Russia,Czech Republic,0
2019,Russia,Denmark,0
2019,Russia,Cyprus,8
2019,Russia,Malta,6
2019,Russia,Slovenia,6
2019,Russia,France,0
2019,Russia,Albania,3
2019,Russia,Serbia,3
2019,Russia,San Marino,5
2019,Russia,Estonia,0
2019,Russia,Greece,10
2019,Russia,Spain,1
2019,Russia,Israel,0
2019,Russia,Belarus,15
2019,Russia,Germany,0
2019,Russia,United Kingdom,0
2021,Russia,Italy,20
2021,Russia,France,6
2021,Russia,Switzerland,6
2021,Russia,Iceland,1
2021,Russia,Ukraine,7
2021,Russia,Finland,8
2021,Russia,Malta,4
2021,Russia,Lithuania,2
2021,Russia,Russia,0
2021,Russia,Greece,7
2021,Russia,Bulgaria,6
2021,Russia,Portugal,0
2021,Russia,Moldova,15
2021,Russia,Sweden,0
2021,Russia,Serbia,0
2021,Russia,Cyprus,14
2021,Russia,Israel,5
2021,Russia,Norway,0
2021,Russia,Belgium,3
2021,Russia,Azerbaijan,12
2021,Russia,Albania,0
2021,Russia,San Marino,0
2021,Russia,Netherlands,0
2021,Russia,Spain,0
2021,Russia,Germany,0
2021,Russia,United Kingdom,0
2009,Sweden,Norway,12
2009,Sweden,Iceland,10
2009,Sweden,Azerbaijan,8
2009,Sweden,Turkey,6
2009,Sweden,United Kingdom,0
2009,Sweden,Estonia,7
2009,Sweden,Greece,2
2009,Sweden,France,0
2009,Sweden,Bosnia and Herzegovina,5
2009,Sweden,Armenia,3
2009,Sweden,Russia,0
2009,Sweden,Ukraine,0
2009,Sweden,Denmark,0
2009,Sweden,Moldova,0
2009,Sweden,Portugal,0
2009,Sweden,Israel,0
2009,Sweden,Albania,1
2009,Sweden,Croatia,0
2009,Sweden,Romania,0
2009,Sweden,Germany,0
2009,Sweden,Sweden,0
2009,Sweden,Malta,0
2009,Sweden,Lithuania,0
2009,Sweden,Spain,0
2009,Sweden,Finland,4
2010,Sweden,Germany,12
2010,Sweden,Turkey,5
2010,Sweden,Romania,10
2010,Sweden,Denmark,8
2010,Sweden,Azerbaijan,0
2010,Sweden,Belgium,2
2010,Sweden,Armenia,1
2010,Sweden,Greece,0
2010,Sweden,Georgia,6
2010,Sweden,Ukraine,0
2010,Sweden,Russia,0
2010,Sweden,France,0
2010,Sweden,Serbia,7
2010,Sweden,Israel,0
2010,Sweden,Spain,0
2010,Sweden,Albania,0
2010,Sweden,Bosnia and Herzegovina,0
2010,Sweden,Portugal,0
2010,Sweden,Iceland,0
2010,Sweden,Norway,4
2010,Sweden,Cyprus,3
2010,Sweden,Moldova,0
2010,Sweden,Republic of Ireland,0
